date,campaign,adset,ad,spend,reach,impressions,clicks,link_click,purchase,purchase_value,frequency,cpc,cpm,ctr
2026-08-24,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-3A-1_민감피부용_0821,683,22,25,0,0,0,0,1.136,0,27320,0.0
2026-08-25,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-3A-1_민감피부용_0821,1431,65,88,5,5,0,0,1.354,286,16261,5.682
2026-08-26,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-3A-1_민감피부용_0821,3001,122,154,2,1,0,0,1.262,1500,19487,1.299
2026-08-27,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-3A-1_민감피부용_0821,963,45,52,0,0,0,0,1.156,0,18519,0.0
2026-08-28,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-3A-1_민감피부용_0821,135,10,10,2,1,0,0,1.0,68,13500,20.0
2026-08-29,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-3A-1_민감피부용_0821,12,1,1,0,0,0,0,1.0,0,12000,0.0
2026-08-30,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-3A-1_민감피부용_0821,1278,55,66,1,1,0,0,1.2,1278,19364,1.515
2026-08-31,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-3A-1_민감피부용_0821,1714,58,81,0,0,0,0,1.397,0,21160,0.0
2026-09-01,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-3A-1_민감피부용_0821,3028,102,129,1,1,0,0,1.265,3028,23473,0.775
2026-09-02,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-3A-1_민감피부용_0821,1403,50,54,0,0,0,0,1.08,0,25981,0.0
2026-09-03,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-3A-1_민감피부용_0821,5,1,1,0,0,0,0,1.0,0,5000,0.0
2026-09-04,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-3A-1_민감피부용_0821,874,46,50,0,0,0,0,1.087,0,17480,0.0
2026-09-04,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-3A-1_붉은기가싹_0904,888,37,42,1,1,0,0,1.135,888,21143,2.381
2026-08-21,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-4A-1_약사들이선택한_0821,296,15,15,0,0,0,0,1.0,0,19733,0.0
2026-08-22,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-4A-1_약사들이선택한_0821,1784,25,40,0,0,0,0,1.6,0,44600,0.0
2026-08-23,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-4A-1_약사들이선택한_0821,5260,159,192,7,6,0,0,1.208,751,27396,3.646
2026-08-24,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-4A-1_약사들이선택한_0821,22461,485,808,19,7,1,61500,1.666,1182,27798,2.351
2026-08-25,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-4A-1_약사들이선택한_0821,20615,499,820,12,10,1,0,1.643,1718,25140,1.463
2026-08-26,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-4A-1_약사들이선택한_0821,15985,439,758,17,13,0,0,1.727,940,21088,2.243
2026-08-27,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-4A-1_약사들이선택한_0821,17773,581,916,21,19,1,160160,1.577,846,19403,2.293
2026-08-28,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-4A-1_약사들이선택한_0821,29851,939,1487,28,21,0,0,1.584,1066,20075,1.883
2026-08-29,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-4A-1_약사들이선택한_0821,22724,690,1024,12,11,1,61600,1.484,1894,22191,1.172
2026-08-30,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-4A-1_약사들이선택한_0821,34921,832,1480,28,22,2,82250,1.779,1247,23595,1.892
2026-08-31,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-4A-1_약사들이선택한_0821,30972,764,1396,26,24,2,150380,1.827,1191,22186,1.862
2026-09-01,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-4A-1_약사들이선택한_0821,25986,803,1322,14,15,0,0,1.646,1856,19657,1.059
2026-09-02,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-4A-1_약사들이선택한_0821,23842,798,1251,18,14,1,49000,1.568,1325,19058,1.439
2026-09-03,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-4A-1_약사들이선택한_0821,37770,1173,1894,16,13,0,0,1.615,2361,19942,0.845
2026-09-04,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-4A-1_약사들이선택한_0821,30735,823,1394,20,15,2,51760,1.694,1537,22048,1.435
2026-08-21,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-5A-1_피부과다녀온날_0821,2028,31,36,5,4,1,297500,1.161,406,56333,13.889
2026-08-22,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-5A-1_피부과다녀온날_0821,12299,323,464,4,3,0,0,1.437,3075,26506,0.862
2026-08-23,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-5A-1_피부과다녀온날_0821,17391,369,529,13,6,0,0,1.434,1338,32875,2.457
2026-08-24,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-5A-1_피부과다녀온날_0821,4171,139,189,1,0,0,0,1.36,4171,22069,0.529
2026-08-25,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-5A-1_피부과다녀온날_0821,4198,106,130,1,1,0,0,1.226,4198,32292,0.769
2026-08-26,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-5A-1_피부과다녀온날_0821,5203,165,213,8,8,0,0,1.291,650,24427,3.756
2026-08-27,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-5A-1_피부과다녀온날_0821,4844,224,288,1,1,0,0,1.286,4844,16819,0.347
2026-08-28,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-5A-1_피부과다녀온날_0821,1810,93,112,1,1,0,0,1.204,1810,16161,0.893
2026-08-29,구매 전환_withmaje_0808,광고세트_밀크_3차 테스트_0821,밀크_3-5A-1_피부과다녀온날_0821,433,17,25,1,1,0,0,1.471,433,17320,4.0
2026-08-31,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-1A_binnaring_0831,138,4,5,0,0,0,0,1.25,0,27600,0.0
2026-09-01,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-1A_binnaring_0831,5552,105,131,2,1,0,0,1.248,2776,42382,1.527
2026-09-02,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-1A_binnaring_0831,1622,37,44,0,0,0,0,1.189,0,36864,0.0
2026-09-04,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-1A_binnaring_0831,8168,134,169,3,1,0,0,1.261,2723,48331,1.775
2026-08-31,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-2A_lela_at_0831,549,18,20,0,0,0,0,1.111,0,27450,0.0
2026-09-01,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-2A_lela_at_0831,3382,67,81,1,1,0,0,1.209,3382,41753,1.235
2026-09-02,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-2A_lela_at_0831,375,10,11,1,0,0,0,1.1,375,34091,9.091
2026-09-04,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-2A_lela_at_0831,969,26,27,0,1,0,0,1.038,0,35889,0.0
2026-08-31,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-2A_yoonji_1228_0831,93,6,6,0,0,0,0,1.0,0,15500,0.0
2026-09-01,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-2A_yoonji_1228_0831,11446,230,326,8,6,0,0,1.417,1431,35110,2.454
2026-09-02,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-2A_yoonji_1228_0831,13242,267,387,17,11,0,0,1.449,779,34217,4.393
2026-09-03,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-2A_yoonji_1228_0831,10112,208,310,2,2,0,0,1.49,5056,32619,0.645
2026-09-04,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-2A_yoonji_1228_0831,0,0,0,0,0,0,0,0.0,0,0,0
2026-08-31,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-2A_youbilikeyou_0831,270,15,16,0,0,0,0,1.067,0,16875,0.0
2026-09-01,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-2A_youbilikeyou_0831,3180,79,88,3,2,0,0,1.114,1060,36136,3.409
2026-09-02,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-2A_youbilikeyou_0831,4433,99,117,1,1,0,0,1.182,4433,37889,0.855
2026-09-03,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-2A_youbilikeyou_0831,1236,45,48,1,0,0,0,1.067,1236,25750,2.083
2026-09-04,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-2A_youbilikeyou_0831,63,1,2,0,0,0,0,2.0,0,31500,0.0
2026-08-31,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-2B_yoonji_1228_0831,239,7,7,0,0,0,0,1.0,0,34143,0.0
2026-09-01,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-2B_yoonji_1228_0831,4148,101,126,5,2,0,0,1.248,830,32921,3.968
2026-09-02,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-2B_yoonji_1228_0831,3872,69,99,2,2,0,0,1.435,1936,39111,2.02
2026-09-03,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-2B_yoonji_1228_0831,4115,91,118,3,2,0,0,1.297,1372,34873,2.542
2026-09-04,구매 전환_withmaje_0808,광고세트_밀크_5차 테스트_0831,밀크_5-2B_yoonji_1228_0831,10773,279,363,4,3,0,0,1.301,2693,29678,1.102
2026-08-22,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-1A-1_오일품은버블_0822,10043,288,423,14,11,1,32670,1.469,717,23742,3.31
2026-08-23,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-1A-1_오일품은버블_0822,16299,516,766,17,9,2,69880,1.484,959,21278,2.219
2026-08-24,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-1A-1_오일품은버블_0822,11867,368,512,7,6,0,0,1.391,1695,23178,1.367
2026-08-25,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-1A-1_오일품은버블_0822,18894,563,844,6,6,0,0,1.499,3149,22386,0.711
2026-08-26,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-1A-1_오일품은버블_0822,14865,426,691,10,8,0,0,1.622,1486,21512,1.447
2026-08-27,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-1A-1_오일품은버블_0822,17982,507,881,12,9,0,0,1.738,1498,20411,1.362
2026-08-28,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-1A-1_오일품은버블_0822,17688,493,882,11,9,0,0,1.789,1608,20054,1.247
2026-08-29,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-1A-1_오일품은버블_0822,13709,483,649,9,8,0,0,1.344,1523,21123,1.387
2026-08-30,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-1A-1_오일품은버블_0822,6242,220,283,3,3,0,0,1.286,2081,22057,1.06
2026-08-22,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-2A-1_이중세안_0822,2327,86,107,2,1,0,0,1.244,1164,21748,1.869
2026-08-23,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-2A-1_이중세안_0822,1121,23,27,0,0,0,0,1.174,0,41519,0.0
2026-08-24,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-2A-1_이중세안_0822,1341,26,32,1,1,0,0,1.231,1341,41906,3.125
2026-08-25,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-2A-1_이중세안_0822,651,22,28,0,0,0,0,1.273,0,23250,0.0
2026-08-26,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-2A-1_이중세안_0822,1995,65,76,1,0,0,0,1.169,1995,26250,1.316
2026-08-27,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-2A-1_이중세안_0822,3319,123,169,4,4,0,0,1.374,830,19639,2.367
2026-08-28,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-2A-1_이중세안_0822,205,9,10,0,0,0,0,1.111,0,20500,0.0
2026-08-29,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-2A-1_이중세안_0822,620,21,27,0,0,0,0,1.286,0,22963,0.0
2026-08-22,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-3A-1_유화생략_0822,767,34,44,1,1,0,0,1.294,767,17432,2.273
2026-08-23,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-3A-1_유화생략_0822,3458,120,168,2,2,0,0,1.4,1729,20583,1.19
2026-08-24,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-3A-1_유화생략_0822,7931,210,316,8,5,0,0,1.505,991,25098,2.532
2026-08-25,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-3A-1_유화생략_0822,7981,197,286,4,3,0,0,1.452,1995,27906,1.399
2026-08-26,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-3A-1_유화생략_0822,4711,194,264,6,3,0,0,1.361,785,17845,2.273
2026-08-27,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-3A-1_유화생략_0822,0,0,0,0,0,0,0,0.0,0,0,0
2026-08-28,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-3A-1_유화생략_0822,0,0,0,0,0,0,0,0.0,0,0,0
2026-08-22,구매 전환_withmaje_0808,광고세트_버블_1차_0822,버블_1-4A-1_수성세정뽀득버블_0822,140,6,6,0,0,0,0,1.0,0,23333,0.0
2026-09-01,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-1A-1_화해1위_0831,3124,75,96,1,0,0,0,1.28,3124,32542,1.042
2026-09-02,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-1A-1_화해1위_0831,717,26,30,1,2,0,0,1.154,717,23900,3.333
2026-09-01,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-1B-1_속당김제로_0831,2238,77,99,0,0,0,0,1.286,0,22606,0.0
2026-09-02,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-1B-1_속당김제로_0831,2632,47,56,2,0,0,0,1.191,1316,47000,3.571
2026-09-04,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-1B-1_속당김제로_0831,53,2,2,0,0,0,0,1.0,0,26500,0.0
2026-09-01,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-2A-1_초자극버블_0831,3191,90,106,3,2,0,0,1.178,1064,30104,2.83
2026-09-02,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-2A-1_초자극버블_0831,4019,119,164,5,3,0,0,1.378,804,24506,3.049
2026-09-03,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-2A-1_초자극버블_0831,23,1,1,0,0,0,0,1.0,0,23000,0.0
2026-09-04,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-2A-1_초자극버블_0831,173,7,7,0,0,0,0,1.0,0,24714,0.0
2026-09-01,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-3A-1_피부장벽컨디션_0831,2027,42,62,0,0,0,0,1.476,0,32694,0.0
2026-09-02,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-3A-1_피부장벽컨디션_0831,1302,49,61,3,2,0,0,1.245,434,21344,4.918
2026-09-04,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-3A-1_피부장벽컨디션_0831,156,10,11,0,0,0,0,1.1,0,14182,0.0
2026-09-01,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-4A-1_모공속부터촉촉_0831,1051,48,59,0,0,0,0,1.229,0,17814,0.0
2026-09-02,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-4A-1_모공속부터촉촉_0831,5015,133,175,3,3,0,0,1.316,1672,28657,1.714
2026-09-03,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-4A-1_모공속부터촉촉_0831,15911,397,642,17,12,1,44000,1.617,936,24783,2.648
2026-09-04,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-4A-1_모공속부터촉촉_0831,11513,377,576,8,6,0,0,1.528,1439,19988,1.389
2026-09-01,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-5A-1_장벽보호_0831,8532,301,395,3,2,0,0,1.312,2844,21600,0.759
2026-09-02,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-5A-1_장벽보호_0831,5955,207,279,6,5,0,0,1.348,992,21344,2.151
2026-09-03,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-5A-1_장벽보호_0831,594,30,36,1,1,0,0,1.2,594,16500,2.778
2026-09-01,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-5A-2_진정약산성_0831,3235,159,182,0,0,0,0,1.145,0,17775,0.0
2026-09-02,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-5A-2_진정약산성_0831,1848,85,101,0,0,0,0,1.188,0,18297,0.0
2026-09-03,구매 전환_withmaje_0808,광고세트_버블_2차_0831,버블_2-5A-2_진정약산성_0831,35,1,1,0,0,0,0,1.0,0,35000,0.0
2026-08-21,참여_인스타 기존 게시물_0814,참여 광고 세트_25-35여성_0814,bbinnarring_세안은 매일 하는 루틴_0814,36,5,5,0,0,0,0,1.0,0,7200,0.0
2026-08-23,참여_인스타 기존 게시물_0814,참여 광고 세트_25-35여성_0814,bbinnarring_세안은 매일 하는 루틴_0814,16,1,1,0,0,0,0,1.0,0,16000,0.0
2026-08-23,참여_인스타 기존 게시물_0814,참여 광고 세트_25-35여성_0814,yoonji_1228_시술 받고 나면 피부가 예민해지고_0814,18,2,2,0,0,0,0,1.0,0,9000,0.0
2026-08-21,참여_인스타 기존 게시물_0814,참여 광고 세트_25-35여성_0814,노마디아 클렌저의 향에 대하여_0814,26953,2819,2929,115,120,0,0,1.039,234,9202,3.926
2026-08-22,참여_인스타 기존 게시물_0814,참여 광고 세트_25-35여성_0814,노마디아 클렌저의 향에 대하여_0814,29869,2637,2662,142,151,0,0,1.009,210,11221,5.334
2026-08-23,참여_인스타 기존 게시물_0814,참여 광고 세트_25-35여성_0814,노마디아 클렌저의 향에 대하여_0814,32612,2724,2724,134,139,0,0,1.0,243,11972,4.919
2026-08-24,참여_인스타 기존 게시물_0814,참여 광고 세트_25-35여성_0814,노마디아 클렌저의 향에 대하여_0814,15596,1169,1185,64,73,0,0,1.014,244,13161,5.401
2026-08-24,참여_인스타 기존 게시물_0814,참여 광고 세트_25-35여성_0824,안 팔린다고 말렸습니다_0824,1367,178,185,10,10,0,0,1.039,137,7389,5.405
2026-08-25,참여_인스타 기존 게시물_0814,참여 광고 세트_25-35여성_0824,안 팔린다고 말렸습니다_0824,14676,1652,1773,148,156,0,0,1.073,99,8277,8.347
2026-08-26,참여_인스타 기존 게시물_0814,참여 광고 세트_25-35여성_0824,안 팔린다고 말렸습니다_0824,10385,1171,1186,105,111,0,0,1.013,99,8756,8.853
2026-08-27,참여_인스타 기존 게시물_0814,참여 광고 세트_25-35여성_0824,안 팔린다고 말렸습니다_0824,12481,1312,1340,133,139,0,0,1.021,94,9314,9.925
2026-08-28,참여_인스타 기존 게시물_0814,참여 광고 세트_25-35여성_0824,안 팔린다고 말렸습니다_0824,10953,982,1008,81,81,0,0,1.026,135,10866,8.036
